"","GameID","Team","Opponent","Home","Win","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS"
"398","400828086","Mavericks","Thunder","0","0","44","83","10","19","16","28","9","27","36","26","8","4","17","17","114"
"399","400828087","Nuggets","Warriors","1","0","37","86","4","15","27","35","13","28","41","23","9","3","19","15","105"
"400","400828087","Warriors","Nuggets","0","1","47","89","15","29","9","13","11","35","46","35","15","8","21","25","118"
"401","400828088","Lakers","Trail Blazers","1","0","32","88","6","18","23","27","15","36","51","17","2","6","10","12","93"
"402","400828088","Trail Blazers","Lakers","0","1","43","87","8","25","13","17","7","36","43","27","7","8","10","18","107"
"403","400828089","Hornets","Kings","1","1","49","98","9","29","20","26","8","40","48","24","10","7","19","19","127"
"404","400828089","Kings","Hornets","0","0","52","104","8","31","10","16","8","38","46","34","10","8","20","30","122"
"405","400828090","Cavaliers","Magic","1","1","43","81","18","35","13","22","8","33","41","34","5","3","10","15","117"
"406","400828090","Magic","Cavaliers","0","0","40","81","10","22","13","21","9","30","39","25","6","6","10","21","103"
"407","400828091","Heat","Knicks","1","1","31","81","5","19","28","36","16","40","56","18","8","7","9","19","95"
"408","400828091","Knicks","Heat","0","0","28","87","4","24","18","21","15","34","49","12","7","4","11","23","78"
"409","400828092","Bucks","Pistons","1","1","43","83","9","13","14","17","12","33","45","30","12","4","12","23","109"
"410","400828092","Pistons","Bucks","0","0","31","91","6","28","20","24","22","26","48","19","7","3","17","18","88"
"411","400828093","Timberwolves","76ers","1","1","36","78","3","12","25","27","8","33","41","20","8","7","17","25","100"
"412","400828093","76ers","Timberwolves","0","0","32","78","10","31","21","27","11","30","41","15","10","6","19","26","95"
"413","400828094","Spurs","Suns","1","1","42","82","9","20","5","10","11","27","38","21","18","3","20","20","98"
"414","400828094","Suns","Spurs","0","0","34","73","7","19","9","10","9","28","37","23","13","3","28","17","84"
"415","400828095","Jazz","Thunder","1","0","28","73","5","19","28","40","13","28","41","15","11","3","21","18","89"
"416","400828095","Thunder","Jazz","0","1","42","77","11","27","16","18","6","30","36","22","12","10","16","31","111"
"417","400828096","Wizards","Pacers","1","0","38","83","13","33","17","24","10","30","40","27","9","1","21","18","106"
"418","400828096","Pacers","Wizards","0","1","44","80","19","26","16","23","7","34","41","25","11","0","20","18","123"
"419","400828097","Hawks","Celtics","1","1","45","80","12","24","19","22","6","37","43","33","8","7","20","25","121"
"420","400828097","Celtics","Hawks","0","0","34","82","9","21","20","26","10","23","33","23","14","2","16","19","97"
"421","400828098","Grizzlies","Mavericks","1","1","37","86","7","21","29","37","5","37","42","20","12","4","9","24","110"
"422","400828098","Mavericks","Grizzlies","0","0","30","77","11","34","25","28","4","44","48","22","4","6","19","25","96"
"423","400828099","Nuggets","Clippers","1","0","31","78","8","25","24","29","8","40","48","16","3","0","16","32","94"
"424","400828099","Clippers","Nuggets","0","1","37","79","8","20","29","47","11","32","43","24","10","8","7","25","111"
"425","400828100","Trail Blazers","Bulls","1","0","31","88","6","22","20","27","16","39","55","18","5","9","14","21","88"
"426","400828100","Bulls","Trail Blazers","0","1","33","86","7","18","20","23","6","38","44","19","6","3","10","18","93"
"427","400828101","Warriors","Lakers","1","1","45","92","12","35","9","15","12","36","48","32","9","6","8","13","111"
"428","400828101","Lakers","Warriors","0","0","31","83","3","21","12","16","8","37","45","16","8","2","14","15","77"
"429","400828102","Hornets","Wizards","1","1","39","83","8","26","15","15","9","42","51","22","5","6","19","17","101"
"430","400828102","Wizards","Hornets","0","0","31","87","10","32","15","18","11","30","41","15","13","4","14","20","87"
"431","400828103","Magic","Knicks","1","1","34","86","5","16","27","32","15","33","48","20","2","7","7","21","100"
"432","400828103","Knicks","Magic","0","0","31","83","9","27","20","25","12","35","47","16","2","10","11","23","91"
"433","400828104","Celtics","76ers","1","1","31","91","9","29","13","18","11","43","54","18","7","6","16","12","84"
"434","400828104","76ers","Celtics","0","0","31","83","7","27","11","15","7","43","50","12","11","14","18","21","80"
"435","400828105","Pistons","Heat","1","1","41","98","16","31","6","7","18","36","54","24","6","7","7","16","104"
"436","400828105","Heat","Pistons","0","0","32","79","6","20","11","16","10","33","43","21","2","7","13","14","81"
"437","400828106","Raptors","Cavaliers","1","1","40","79","11","25","12","22","6","34","40","14","8","5","9","15","103"
"438","400828106","Cavaliers","Raptors","0","0","36","82","14","29","13","16","9","33","42","22","4","2","10","20","99"
"439","400828107","Rockets","Grizzlies","1","0","30","71","10","34","23","27","6","31","37","19","14","7","19","22","93"
"440","400828107","Grizzlies","Rockets","0","1","39","80","3","16","21","23","9","32","41","21","8","3","17","23","102"
"441","400828108","Bucks","Kings","1","0","42","88","13","31","21","27","10","27","37","30","7","7","11","22","118"
"442","400828108","Kings","Bucks","0","1","44","77","10","23","31","37","7","35","42","23","9","7","8","19","129"
"443","400828109","Timberwolves","Hawks","1","1","34","82","9","21","22","29","7","38","45","22","9","4","11","23","99"
"444","400828109","Hawks","Timberwolves","0","0","31","82","8","31","25","35","15","38","53","14","10","7","14","20","95"
"445","400828110","Thunder","Nets","1","1","41","78","10","24","18","21","4","38","42","26","11","7","19","11","110"
"446","400828110","Nets","Thunder","0","0","43","94","3","13","10","12","11","34","45","20","10","3","17","19","99"
"447","400828111","Spurs","Mavericks","1","1","33","81","8","28","14","19","12","40","52","23","6","4","13","12","88"
"448","400828111","Mavericks","Spurs","0","0","34","83","6","22","9","12","9","37","46","21","7","1","13","21","83"
"449","400828112","Suns","Pelicans","1","0","44","96","10","26","16","20","11","33","44","25","8","5","10","26","114"
"450","400828112","Pelicans","Suns","0","1","42","81","10","22","26","34","5","37","42","20","4","6","14","23","120"
"451","400828113","Clippers","Jazz","1","0","38","75","4","12","11","17","11","24","35","18","11","7","19","22","91"
"452","400828113","Jazz","Clippers","0","1","39","77","6","13","18","25","11","28","39","19","12","4","16","20","102"
"453","400828114","Hornets","Cavaliers","1","0","33","80","5","25","19","25","7","31","38","20","7","7","11","25","90"
"454","400828114","Cavaliers","Hornets","0","1","34","81","8","25","19","25","12","38","50","17","3","2","16","22","95"
"455","400828115","Magic","Bucks","1","1","43","82","12","27","16","22","8","33","41","30","9","5","18","18","114"
"456","400828115","Bucks","Magic","0","0","31","74","8","26","20","22","6","32","38","20","8","2","21","20","90"
"457","400828116","Celtics","Wizards","1","1","42","97","12","33","15","19","19","39","58","28","11","7","15","15","111"
"458","400828116","Wizards","Celtics","0","0","27","84","5","18","19","22","13","33","46","16","7","4","22","19","78"
"459","400828117","Knicks","Heat","1","0","32","85","3","14","11","15","7","32","39","16","7","5","10","24","78"
"460","400828117","Heat","Knicks","0","1","33","76","7","17","24","28","8","34","42","16","4","7","12","13","97"
"461","400828118","Pacers","Bulls","1","1","37","87","8","28","22","29","8","43","51","18","8","4","13","18","104"
"462","400828118","Bulls","Pacers","0","0","32","92","11","26","17","20","9","38","47","21","7","7","15","23","92"
"463","400828119","Rockets","76ers","1","1","38","73","11","20","29","37","10","39","49","21","5","6","22","21","116"
"464","400828119","76ers","Rockets","0","0","40","83","16","35","18","26","8","25","33","24","18","5","12","24","114"
"465","400828120","Grizzlies","Hawks","1","0","35","80","12","30","19","21","5","32","37","20","3","1","13","25","101"
"466","400828120","Hawks","Grizzlies","0","1","35","75","14","39","32","36","6","34","40","25","4","3","10","21","116"
"467","400828121","Thunder","Pistons","1","1","37","79","7","24","22","26","12","46","58","19","2","9","18","19","103"
"468","400828121","Pistons","Thunder","0","0","31","90","9","29","16","20","13","25","38","17","9","1","8","21","87"
"469","400828122","Nuggets","Spurs","1","0","31","77","7","20","11","13","8","29","37","17","8","2","18","19","80"
"470","400828122","Spurs","Nuggets","0","1","36","75","8","22","11","14","5","37","42","22","11","7","18","17","91"
"471","400828123","Suns","Warriors","1","0","45","92","10","26","16","23","7","23","30","21","13","2","14","26","116"
"472","400828123","Warriors","Suns","0","1","46","81","22","38","21","31","11","42","53","32","7","9","23","26","135"
"473","400828124","Kings","Timberwolves","1","0","37","86","8","22","9","15","12","24","36","21","4","3","15","16","91"
"474","400828124","Timberwolves","Kings","0","1","37","77","9","25","18","19","12","34","46","20","4","3","17","19","101"
"475","400828125","Clippers","Pelicans","1","1","40","83","7","19","24","30","5","44","49","27","6","7","13","20","111"
"476","400828125","Pelicans","Clippers","0","0","34","94","5","20","17","23","15","35","50","20","8","1","12","23","90"
"477","400828126","Wizards","Raptors","1","0","27","82","7","23","21","27","10","32","42","20","11","3","14","16","82"
"478","400828126","Raptors","Wizards","0","1","31","72","11","24","11","14","6","42","48","17","8","7","22","21","84"
"479","400828127","Cavaliers","Nets","1","1","35","87","9","27","11","17","12","37","49","20","9","11","19","19","90"
"480","400828127","Nets","Cavaliers","0","0","33","81","4","17","18","24","8","38","46","21","9","4","16","18","88"
"481","400828128","Mavericks","Nuggets","1","1","33","77","7","26","19","27","10","32","42","18","13","3","13","14","92"
"482","400828128","Nuggets","Mavericks","0","0","30","75","8","25","13","17","10","35","45","17","9","5","20","22","81"
"483","400828129","Spurs","Hawks","1","1","40","85","9","17","19","20","12","37","49","25","11","9","16","14","108"
"484","400828129","Hawks","Spurs","0","0","37","87","6","26","8","13","12","31","43","28","9","5","18","17","88"
"485","400828130","Jazz","Pelicans","1","1","38","82","9","18","16","21","12","37","49","18","11","9","15","25","101"
"486","400828130","Pelicans","Jazz","0","0","29","69","5","17","24","30","4","31","35","19","8","4","16","19","87"
"487","400828131","Trail Blazers","Lakers","1","1","38","78","12","30","20","26","12","34","46","24","5","2","16","16","108"
"488","400828131","Lakers","Trail Blazers","0","0","36","82","7","23","17","23","6","27","33","20","12","2","9","19","96"
"489","400828132","Warriors","Kings","1","1","39","80","16","30","26","31","13","35","48","32","8","7","14","19","120"
"490","400828132","Kings","Warriors","0","0","39","100","10","25","13","15","19","29","48","22","9","7","14","24","101"
"491","400828133","Hornets","Bucks","1","1","27","70","15","31","18","22","7","36","43","20","6","6","13","16","87"
"492","400828133","Bucks","Hornets","0","0","33","82","8","28","8","14","13","33","46","25","9","2","14","24","82"
"493","400828134","Clippers","Timberwolves","1","1","39","75","8","22","21","33","7","32","39","24","3","5","13","21","107"
"494","400828134","Timberwolves","Clippers","0","0","37","82","8","16","17","21","7","32","39","21","7","3","13","27","99"
"495","400828135","Nets","Pistons","1","1","35","81","4","12","13","16","7","44","51","15","8","11","19","16","87"
"496","400828135","Pistons","Nets","0","0","34","101","6","24","9","21","19","32","51","19","11","1","14","15","83"
"497","400828136","Magic","Celtics","1","1","45","93","9","25","11","16","17","37","54","24","6","7","13","20","110"
"498","400828136","Celtics","Magic","0","0","36","88","5","27","14","20","9","25","34","28","7","6","11","16","91"
"499","400828137","Raptors","Suns","1","0","38","86","12","29","14","17","8","35","43","19","6","7","11","17","102"
"500","400828137","Suns","Raptors","0","1","40","94","11","27","16","20","13","37","50","24","4","9","9","15","107"
"501","400828138","Grizzlies","76ers","1","1","34","81","4","13","20","27","15","34","49","19","11","7","26","18","92"
"502","400828138","76ers","Grizzlies","0","0","30","77","12","36","12","16","8","33","41","23","18","9","25","29","84"
"503","400828139","Knicks","Rockets","1","0","45","78","6","18","15","17","5","38","43","22","5","7","21","24","111"
"504","400828139","Rockets","Knicks","0","1","43","95","7","25","23","36","17","22","39","16","16","2","8","19","116"
"505","400828140","Lakers","Pacers","1","0","38","99","11","33","16","22","15","39","54","17","6","5","10","27","103"
"506","400828140","Pacers","Lakers","0","1","34","83","9","27","30","37","9","41","50","17","4","5","15","18","107"
"507","400828141","Pistons","Rockets","1","1","45","85","8","23","18","37","14","32","46","22","8","8","11","19","116"
"508","400828141","Rockets","Pistons","0","0","35","88","11","27","24","28","16","29","45","19","11","7","16","27","105"
"509","400828142","Heat","Celtics","1","0","36","75","5","17","18","24","11","27","38","21","9","6","18","19","95"
"510","400828142","Celtics","Heat","0","1","38","80","8","20","21","25","12","28","40","23","15","3","15","21","105"
"511","400828143","Hawks","Thunder","1","1","39","90","10","28","18","20","14","37","51","23","9","8","12","15","106"
"512","400828143","Thunder","Hawks","0","0","37","93","7","19","19","22","13","35","48","19","8","8","11","19","100"
"513","400828144","Bulls","Spurs","1","1","37","86","6","16","12","20","12","39","51","25","4","6","10","21","92"
"514","400828144","Spurs","Bulls","0","0","37","90","2","14","13","18","12","35","47","20","5","4","9","17","89"
"515","400828145","Bucks","Nuggets","1","1","35","77","6","18","16","22","8","30","38","25","10","12","13","19","92"
"516","400828145","Nuggets","Bucks","0","0","28","75","6","19","12","16","10","33","43","19","6","4","22","20","74"
"517","400828146","Jazz","Warriors","1","0","40","89","6","19","17","22","10","25","35","18","9","2","8","16","103"
"518","400828146","Warriors","Jazz","0","1","40","82","14","29","12","15","14","31","45","21","2","5","15","19","106"
"519","400828147","Kings","Mavericks","1","1","36","79","9","31","31","44","9","33","42","22","1","1","11","18","112"
"520","400828147","Mavericks","Kings","0","0","36","84","9","37","17","22","9","31","40","22","8","3","16","30","98"
"521","400828148","Clippers","Trail Blazers","1","1","33","85","8","19","28","56","18","37","55","26","7","5","10","22","102"
"522","400828148","Trail Blazers","Clippers","0","0","33","87","5","23","16","27","13","41","54","18","6","2","18","38","87"
"523","400828149","Cavaliers","Wizards","1","0","28","83","9","30","20","23","10","37","47","15","8","3","18","18","85"
"524","400828149","Wizards","Cavaliers","0","1","39","83","7","28","12","16","2","37","39","23","7","5","12","23","97"
"525","400828150","76ers","Lakers","1","1","37","79","14","32","15","23","10","37","47","28","6","8","15","18","103"
"526","400828150","Lakers","76ers","0","0","33","89","8","34","17","24","12","34","46","15","4","2","11","19","91"
"527","400828151","Nets","Suns","1","1","41","84","4","13","8","12","6","36","42","23","10","4","15","19","94"
"528","400828151","Suns","Nets","0","0","33","75","10","28","15","22","4","35","39","20","9","3","16","13","91"
"529","400828152","Timberwolves","Magic","1","0","29","77","4","19","31","38","12","34","46","14","7","11","13","20","93"
"530","400828152","Magic","Timberwolves","0","1","38","86","5","17","15","20","11","33","44","19","7","5","13","30","96"
"531","400828153","Pelicans","Grizzlies","1","0","35","81","9","27","25","33","9","28","37","25","3","11","8","21","104"
"532","400828153","Grizzlies","Pelicans","0","1","43","90","2","10","25","26","13","36","49","21","3","4","6","23","113"
"533","400828154","Trail Blazers","Mavericks","1","0","41","100","15","40","15","17","13","37","50","24","6","1","15","23","112"
"534","400828154","Mavericks","Trail Blazers","0","1","43","94","9","29","20","24","12","37","49","23","7","5","12","17","115"
"535","400828155","Hornets","Warriors","1","0","35","94","9","31","20","30","13","28","41","19","10","7","8","13","99"
"536","400828155","Warriors","Hornets","0","1","46","88","16","34","8","11","11","42","53","31","2","9","18","23","116"
"537","400828156","Wizards","Lakers","1","0","37","79","7","21","23","31","8","33","41","24","11","2","23","15","104"
"538","400828156","Lakers","Wizards","0","1","41","96","8","25","18","20","16","29","45","17","18","3","16","22","108"
"539","400828157","Pistons","Suns","1","1","44","87","12","27","27","44","13","37","50","24","10","1","18","20","127"
"540","400828157","Suns","Pistons","0","0","47","97","14","33","14","15","10","26","36","28","7","3","15","33","122"
"541","400828158","Knicks","76ers","1","1","38","88","4","19","19","22","8","42","50","19","5","9","17","17","99"
"542","400828158","76ers","Knicks","0","0","32","86","9","30","14","24","7","35","42","11","8","7","13","19","87"
"543","400828159","Hawks","Raptors","1","0","33","90","8","27","12","16","13","30","43","22","8","7","12","20","86"
"544","400828159","Raptors","Hawks","0","1","36","79","6","25","18","24","8","42","50","12","10","5","12","18","96"
"545","400828160","Bulls","Nuggets","1","1","36","89","6","17","21","27","15","47","62","22","3","10","14","17","99"
"546","400828160","Nuggets","Bulls","0","0","36","93","5","15","13","22","13","36","49","26","8","8","7","22","90"
"547","400828161","Rockets","Pelicans","1","1","36","87","8","27","28","39","9","33","42","20","9","7","10","23","108"
"548","400828161","Pelicans","Rockets","0","0","36","88","7","25","22","25","16","40","56","20","5","6","23","32","101"
"549","400828162","Spurs","Bucks","1","1","37","90","7","21","14","20","11","43","54","25","11","9","11","12","95"
"550","400828162","Bucks","Spurs","0","0","26","78","3","14","15","18","6","38","44","17","7","6","16","20","70"
"551","400828163","Clippers","Pacers","1","0","30","79","6","27","25","39","10","30","40","19","4","2","15","31","91"
"552","400828163","Pacers","Clippers","0","1","32","76","7","20","32","39","9","38","47","16","7","6","14","26","103"
"553","400828164","Heat","Thunder","1","1","40","81","3","13","14","24","6","29","35","25","10","3","9","14","97"
"554","400828164","Thunder","Heat","0","0","35","79","4","16","21","24","9","35","44","15","5","1","15","18","95"
"555","400828165","Raptors","Nuggets","1","0","39","92","8","27","19","22","9","30","39","21","9","3","4","16","105"
"556","400828165","Nuggets","Raptors","0","1","38","81","12","27","18","18","6","36","42","30","2","4","11","19","106"
"557","400828166","Jazz","Magic","1","0","31","72","14","33","18","24","5","34","39","18","4","8","19","16","94"
"558","400828166","Magic","Jazz","0","1","40","89","8","23","15","15","9","31","40","19","13","4","10","20","103"
"559","400828167","Grizzlies","Spurs","1","0","30","80","2","16","21","25","9","28","37","19","6","6","11","17","83"
"560","400828167","Spurs","Grizzlies","0","1","40","80","10","18","13","18","10","38","48","27","8","8","15","21","103"
"561","400828168","Trail Blazers","Pacers","1","1","44","85","18","36","17","20","15","33","48","26","11","3","15","20","123"
"562","400828168","Pacers","Trail Blazers","0","0","38","88","13","30","22","24","15","26","41","18","4","3","12","17","111"
"563","400828169","Kings","Celtics","1","0","29","77","7","21","32","41","9","37","46","21","8","4","19","20","97"
"564","400828169","Celtics","Kings","0","1","40","84","14","33","20","24","6","34","40","34","14","5","16","32","114"
"565","400828170","Knicks","Nets","1","1","39","87","12","27","18","21","8","36","44","25","8","6","13","14","108"
"566","400828170","Nets","Knicks","0","0","39","91","3","11","10","15","13","36","49","15","9","4","13","13","91"
"567","400828171","Wizards","Suns","1","1","40","82","10","26","19","25","15","26","41","19","9","2","21","21","109"
"568","400828171","Suns","Wizards","0","0","43","84","10","23","10","16","12","23","35","21","8","4","20","23","106"
"569","400828172","Pistons","Bucks","1","1","34","82","7","23","27","39","8","38","46","18","8","4","9","11","102"
"570","400828172","Bucks","Pistons","0","0","39","87","4","18","13","14","9","42","51","21","6","6","14","33","95"
"571","400828173","Hawks","Lakers","1","1","37","74","10","26","16","20","9","34","43","24","11","9","17","11","100"
"572","400828173","Lakers","Hawks","0","0","32","86","13","27","10","13","15","27","42","19","10","7","16","14","87"
"573","400828174","Mavericks","Rockets","1","0","37","81","8","29","14","20","11","31","42","23","8","5","17","17","96"
"574","400828174","Rockets","Mavericks","0","1","39","84","12","26","10","18","15","30","45","20","12","5","18","22","100"
"575","400828175","Pelicans","Cavaliers","1","1","42","85","9","25","21","31","11","35","46","25","10","2","15","25","114"
"576","400828175","Cavaliers","Pelicans","0","0","39","89","10","33","20","24","12","31","43","18","8","1","14","26","108"
"577","400828176","76ers","Nuggets","1","0","37","74","15","31","16","26","7","33","40","22","11","8","20","28","105"
"578","400828176","Nuggets","76ers","0","1","37","81","11","31","23","38","13","34","47","25","8","4","17","21","108"
"579","400828177","Raptors","Warriors","1","0","40","91","8","20","21","26","11","27","38","21","9","3","6","27","109"
"580","400828177","Warriors","Raptors","0","1","35","73","16","30","26","36","8","35","43","22","2","5","12","24","112"
"581","400828178","Heat","Cavaliers","1","1","37","68","7","16","18","29","3","38","41","21","5","9","15","25","99"
"582","400828178","Cavaliers","Heat","0","0","31","85","6","28","16","24","11","25","36","14","8","1","14","26","84"
"583","400828179","Bulls","Hornets","1","0","37","89","9","25","13","19","12","40","52","29","5","5","14","19","96"
"584","400828179","Hornets","Bulls","0","1","37","89","10","34","18","25","13","37","50","23","10","3","9","18","102"
"585","400828180","Rockets","Kings","1","1","36","78","16","34","32","43","13","30","43","25","9","5","17","18","120"
"586","400828180","Kings","Rockets","0","0","46","98","10","26","11","13","13","34","47","35","12","7","13","27","113"
"587","400828181","Timberwolves","Trail Blazers","1","0","38","83","5","15","22","26","13","32","45","24","3","4","14","24","103"
"588","400828181","Trail Blazers","Timberwolves","0","1","39","77","10","20","21","30","8","32","40","23","7","3","14","21","109"
"589","400828182","Bucks","Knicks","1","1","44","89","2","4","16","24","13","36","49","25","5","6","13","22","106"
"590","400828182","Knicks","Bucks","0","0","32","76","6","25","21","28","6","31","37","22","4","4","15","24","91"
"591","400828183","Spurs","Celtics","1","1","44","83","5","17","15","22","11","36","47","26","3","3","14","22","108"
"592","400828183","Celtics","Spurs","0","0","39","86","12","29","15","22","11","28","39","22","9","3","14","22","105"
"593","400828184","Jazz","Pacers","1","1","43","92","8","23","28","37","19","35","54","21","7","3","15","30","122"
"594","400828184","Pacers","Jazz","0","0","40","93","12","29","27","34","12","32","44","17","10","2","15","34","119"
"595","400828185","Clippers","Magic","1","1","37","82","12","31","17","25","10","35","45","25","5","2","14","15","103"
"596","400828185","Magic","Clippers","0","0","40","90","6","20","15","18","15","36","51","22","8","6","13","21","101"
"597","400828186","Grizzlies","Suns","1","1","36","90","5","15","18","24","15","31","46","23","8","5","12","16","95"
"598","400828186","Suns","Grizzlies","0","0","36","82","9","31","12","17","11","36","47","20","8","5","18","24","93"
"599","400828187","Nets","Warriors","1","0","39","89","5","17","15","23","11","35","46","21","8","2","13","18","98"
"600","400828187","Warriors","Nets","0","1","44","86","14","33","12","23","10","36","46","25","9","9","12","18","114"
"601","400828188","Pistons","Lakers","1","1","41","93","9","24","20","26","17","44","61","20","11","1","16","21","111"
"602","400828188","Lakers","Pistons","0","0","32","80","5","18","22","29","8","31","39","12","6","4","15","21","91"
"603","400828189","Wizards","Mavericks","1","0","42","89","8","27","12","21","6","25","31","22","9","0","6","22","104"
"604","400828189","Mavericks","Wizards","0","1","38","76","16","31","24","27","6","44","50","25","5","4","16","17","116"
"605","400828190","Thunder","Kings","1","1","35","86","6","22","22","31","19","43","62","18","8","6","21","22","98"
"606","400828190","Kings","Thunder","0","0","35","88","7","24","18","30","13","28","41","20","11","5","14","20","95"
"607","400828191","Hornets","Pistons","1","1","36","84","8","26","24","35","14","43","57","21","5","5","14","20","104"
"608","400828191","Pistons","Hornets","0","0","32","87","10","34","10","22","7","34","41","17","11","2","12","20","84"
"609","400828192","76ers","Spurs","1","0","26","75","4","24","12","21","6","25","31","14","3","1","13","25","68"
"610","400828192","Spurs","76ers","0","1","47","76","4","11","21","25","7","40","47","32","4","1","7","17","119"
"611","400828193","Heat","Wizards","1","0","41","69","5","16","16","22","4","30","34","25","5","6","16","18","103"
"612","400828193","Wizards","Heat","0","1","46","92","9","18","13","17","12","25","37","23","7","2","10","19","114"
"613","400828194","Knicks","Mavericks","1","0","40","84","9","25","8","9","3","34","37","25","4","4","13","21","97"
"614","400828194","Mavericks","Knicks","0","1","37","82","13","31","17","20","7","36","43","21","7","3","9","14","104"
"615","400828195","Raptors","Lakers","1","1","34","74","9","25","25","32","8","30","38","18","7","2","7","13","102"
"616","400828195","Lakers","Raptors","0","0","34","83","7","19","18","20","14","33","47","14","4","4","15","23","93"
"617","400828196","Bulls","Suns","1","0","41","90","6","21","13","18","16","32","48","28","11","8","20","19","101"
"618","400828196","Suns","Bulls","0","1","41","92","7","17","14","17","10","30","40","18","12","4","18","17","103"
"619","400828197","Bucks","Trail Blazers","1","1","30","73","4","13","26","33","10","35","45","22","8","7","16","19","90"
"620","400828197","Trail Blazers","Bucks","0","0","33","85","8","33","14","18","15","31","46","21","10","7","17","25","88"
"621","400828198","Timberwolves","Clippers","1","0","36","82","7","18","27","35","11","35","46","18","10","3","18","29","106"
"622","400828198","Clippers","Timberwolves","0","1","38","86","8","25","26","29","13","30","43","21","10","9","17","26","110"
"623","400828199","Pelicans","Celtics","1","0","37","90","4","13","15","18","13","31","44","21","8","6","14","17","93"
"624","400828199","Celtics","Pelicans","0","1","40","81","12","28","19","24","10","36","46","24","8","8","17","18","111"
"625","400828200","Cavaliers","Trail Blazers","1","1","40","79","9","21","16","20","6","24","30","18","10","4","8","18","105"
"626","400828200","Trail Blazers","Cavaliers","0","0","40","79","11","26","9","16","10","26","36","21","3","2","18","25","100"
"627","400828201","Pacers","Warriors","1","0","44","100","14","33","21","26","16","28","44","23","8","3","16","18","123"
"628","400828201","Warriors","Pacers","0","1","52","95","16","35","11","15","10","36","46","29","10","6","15","19","131"
"629","400828202","Nets","Rockets","1","1","45","81","7","18","13","16","12","30","42","27","14","7","24","17","110"
"630","400828202","Rockets","Nets","0","0","39","82","15","35","12","17","10","26","36","26","20","3","23","15","105"
"631","400828203","Grizzlies","Thunder","1","0","33","81","3","14","19","22","11","22","33","14","6","4","15","17","88"
"632","400828203","Thunder","Grizzlies","0","1","47","84","13","26","18","23","10","36","46","31","11","3","12","17","125"
"633","400828204","Nuggets","Magic","1","0","28","84","7","24","11","20","10","37","47","19","11","7","17","16","74"
"634","400828204","Magic","Nuggets","0","1","38","88","1","16","8","10","10","44","54","14","9","8","20","19","85"
"635","400828205","Kings","Jazz","1","1","43","77","10","28","18","24","9","31","40","29","6","2","15","18","114"
"636","400828205","Jazz","Kings","0","0","38","92","15","36","15","22","19","25","44","23","7","0","12","22","106"
"637","400828206","Celtics","Bulls","1","1","38","92","5","23","24","28","13","32","45","22","10","4","12","22","105"
"638","400828206","Bulls","Celtics","0","0","39","91","6","21","16","23","15","35","50","22","7","5","16","18","100"
"639","400828207","Hornets","Heat","1","1","40","81","11","27","8","17","3","37","40","27","9","5","10","21","99"
"640","400828207","Heat","Hornets","0","0","29","75","6","21","17","24","7","36","43","17","3","8","17","14","81"
"641","400828208","Wizards","Rockets","1","0","39","89","5","25","20","24","11","36","47","20","8","3","18","25","103"
"642","400828208","Rockets","Wizards","0","1","40","83","12","33","17","25","6","36","42","23","8","4","19","23","109"
"643","400828209","Pistons","Grizzlies","1","0","37","87","8","29","10","15","13","30","43","17","9","6","12","16","92"
"644","400828209","Grizzlies","Pistons","0","1","41","88","4","15","7","13","16","37","53","23","4","4","17","15","93"
"645","400828210","Raptors","Spurs","1","1","37","64","3","10","20","22","4","30","34","23","10","2","20","24","97"
"646","400828210","Spurs","Raptors","0","0","34","76","7","25","19","24","13","22","35","23","10","2","17","19","94"
"647","400828211","Bucks","Clippers","1","0","42","90","2","10","9","12","7","33","40","26","7","1","11","29","95"
"648","400828211","Clippers","Bucks","0","1","38","81","12","28","21","36","12","39","51","27","7","8","14","16","109"
"649","400828212","Timberwolves","Lakers","1","1","46","93","7","19","24","31","14","33","47","30","4","4","14","20","123"
"650","400828212","Lakers","Timberwolves","0","0","48","93","9","23","17","27","9","31","40","19","9","1","9","23","122"
"651","400828213","Suns","Magic","1","1","41","80","6","24","19","27","11","33","44","23","9","6","18","16","107"
"652","400828213","Magic","Suns","0","0","40","85","12","25","12","16","5","27","32","28","11","1","16","26","104"
"653","400828214","Jazz","Knicks","1","1","39","80","9","21","19","23","9","42","51","26","6","2","14","26","106"
"654","400828214","Knicks","Jazz","0","0","31","78","8","21","15","27","7","29","36","20","10","3","10","24","85"
"655","400828215","Mavericks","Hawks","1","0","36","100","7","31","16","19","20","31","51","18","7","3","9","15","95"
"656","400828215","Hawks","Mavericks","0","1","39","81","6","20","14","18","6","41","47","26","7","7","14","19","98"
"657","400828216","Nets","76ers","1","1","37","74","6","14","20","27","9","34","43","22","5","1","19","20","100"
"658","400828216","76ers","Nets","0","0","34","87","4","31","19","22","13","25","38","17","14","6","10","22","91"
"659","400828217","Bulls","Clippers","1","1","31","87","7","23","14","16","13","41","54","20","8","6","11","12","83"
"660","400828217","Clippers","Bulls","0","0","30","88","10","22","10","12","15","37","52","22","4","4","13","15","80"
"661","400828218","Thunder","Hawks","1","1","39","80","9","17","20","26","10","42","52","24","6","2","14","16","107"
"662","400828218","Hawks","Thunder","0","0","35","78","10","28","14","23","5","29","34","21","9","7","9","19","94"
