"","GameID","Team","Opponent","Home","Win","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS"
"1335","400828555","Wizards","Celtics","1","0","32","75","7","24","20","30","5","34","39","24","5","3","20","19","91"
"1336","400828555","Celtics","Wizards","0","1","44","90","9","22","19","23","7","36","43","31","12","1","10","23","116"
"1337","400828556","Bulls","Heat","1","0","35","88","5","18","9","12","12","37","49","18","5","3","13","18","84"
"1338","400828556","Heat","Bulls","0","1","37","81","3","14","12","17","6","40","46","21","7","3","11","15","89"
"1339","400828557","Grizzlies","Magic","1","1","43","100","6","18","16","25","18","36","54","25","12","5","10","16","108"
"1340","400828557","Magic","Grizzlies","0","0","40","86","10","28","12","14","8","38","46","24","2","6","19","22","102"
"1341","400828558","Pelicans","Rockets","1","0","42","91","13","29","14","25","16","34","50","23","8","4","12","16","111"
"1342","400828558","Rockets","Pelicans","0","1","38","80","19","40","17","21","7","31","38","22","7","5","13","20","112"
"1343","400828559","Nuggets","Hawks","1","0","33","84","6","20","33","37","12","31","43","18","10","3","15","18","105"
"1344","400828559","Hawks","Nuggets","0","1","43","86","9","27","24","26","10","32","42","28","11","3","14","24","119"
"1345","400828560","Jazz","Pistons","1","0","34","85","9","29","15","18","12","37","49","18","5","4","13","26","92"
"1346","400828560","Pistons","Jazz","0","1","34","75","11","22","16","33","7","35","42","19","7","1","10","18","95"
"1347","400828561","Kings","Hornets","1","0","48","91","7","23","25","32","9","47","56","36","4","8","22","31","128"
"1348","400828561","Hornets","Kings","0","1","44","110","20","44","21","26","16","30","46","27","11","2","9","31","129"
"1349","400828562","Warriors","Spurs","1","1","44","85","11","26","21","25","10","35","45","31","15","3","21","25","120"
"1350","400828562","Spurs","Warriors","0","0","31","74","5","14","23","31","9","29","38","21","11","4","25","21","90"
"1351","400828563","Pacers","Clippers","1","0","35","83","5","16","14","24","12","36","48","18","7","2","17","17","89"
"1352","400828563","Clippers","Pacers","0","1","32","78","15","37","12","24","9","35","44","16","9","5","15","20","91"
"1353","400828564","76ers","Suns","1","1","39","81","11","28","24","36","8","33","41","25","9","6","11","23","113"
"1354","400828564","Suns","76ers","0","0","39","83","6","19","19","28","10","35","45","27","6","6","17","30","103"
"1355","400828565","Nets","Heat","1","0","36","71","9","18","17","23","3","29","32","24","5","2","16","15","98"
"1356","400828565","Heat","Nets","0","1","45","83","3","9","9","10","5","32","37","27","10","4","12","20","102"
"1357","400828566","Knicks","Thunder","1","0","44","95","11","23","23","30","9","33","42","24","9","7","9","21","122"
"1358","400828566","Thunder","Knicks","0","1","46","99","11","20","25","29","16","43","59","23","7","2","13","22","128"
"1359","400828567","Raptors","Wizards","1","1","35","79","11","29","25","32","11","37","48","20","7","3","15","22","106"
"1360","400828567","Wizards","Raptors","0","0","32","78","4","15","21","28","7","28","35","20","7","3","11","24","89"
"1361","400828568","Bucks","Magic","1","1","38","77","5","13","26","31","11","34","45","22","5","7","12","23","107"
"1362","400828568","Magic","Bucks","0","0","33","80","13","24","21","29","12","27","39","22","6","4","11","22","100"
"1363","400828569","Trail Blazers","Kings","1","1","44","90","9","30","15","19","10","38","48","28","6","8","12","23","112"
"1364","400828569","Kings","Trail Blazers","0","0","36","86","7","19","18","32","10","35","45","26","7","5","13","18","97"
"1365","400828570","Lakers","Mavericks","1","0","30","74","7","25","23","28","8","39","47","15","4","7","12","25","90"
"1366","400828570","Mavericks","Lakers","0","1","33","76","6","25","20","26","5","30","35","21","5","1","6","20","92"
"1367","400828571","Cavaliers","Suns","1","1","45","81","11","28","14","16","10","27","37","34","12","3","13","17","115"
"1368","400828571","Suns","Cavaliers","0","0","33","70","8","20","19","25","12","22","34","25","6","2","22","17","93"
"1369","400828572","Celtics","Nuggets","1","1","41","96","9","28","20","24","14","34","48","29","15","5","11","24","111"
"1370","400828572","Nuggets","Celtics","0","0","36","84","7","21","24","32","14","39","53","23","4","6","20","22","103"
"1371","400828573","Pistons","76ers","1","1","39","91","5","21","27","38","21","30","51","15","9","2","10","19","110"
"1372","400828573","76ers","Pistons","0","0","39","82","7","19","12","17","9","29","38","24","6","7","16","27","97"
"1373","400828574","Hawks","Clippers","1","0","33","79","10","23","7","14","8","41","49","21","6","3","22","17","83"
"1374","400828574","Clippers","Hawks","0","1","33","85","5","27","14","21","9","37","46","18","16","5","11","14","85"
"1375","400828575","Timberwolves","Thunder","1","0","50","90","5","14","18","28","12","23","35","31","6","4","8","16","123"
"1376","400828575","Thunder","Timberwolves","0","1","48","91","10","20","20","21","15","32","47","23","0","6","12","25","126"
"1377","400828576","Spurs","Rockets","1","1","50","90","12","23","18","21","12","37","49","34","7","3","13","28","130"
"1378","400828576","Rockets","Spurs","0","0","28","73","8","30","35","52","12","28","40","14","7","11","15","22","99"
"1379","400828577","Jazz","Hornets","1","1","40","81","12","30","10","15","7","38","45","23","10","6","10","18","102"
"1380","400828577","Hornets","Jazz","0","0","25","68","6","25","17","21","5","30","35","10","6","0","18","15","73"
"1381","400828578","Warriors","Mavericks","1","1","47","81","14","29","19","21","7","33","40","33","5","4","9","18","127"
"1382","400828578","Mavericks","Warriors","0","0","44","87","11","31","8","12","8","26","34","20","4","0","10","21","107"
"1383","400828579","Pacers","Hawks","1","1","38","78","9","15","26","30","10","39","49","20","10","8","16","17","111"
"1384","400828579","Hawks","Pacers","0","0","33","83","7","28","19","21","5","27","32","20","9","4","14","22","92"
"1385","400828580","Wizards","Nuggets","1","0","39","88","11","28","24","30","12","29","41","21","13","7","14","28","113"
"1386","400828580","Nuggets","Wizards","0","1","41","81","9","18","26","33","7","32","39","25","9","5","15","25","117"
"1387","400828581","Raptors","Knicks","1","1","37","85","8","20","21","29","15","35","50","21","7","11","10","19","103"
"1388","400828581","Knicks","Raptors","0","0","38","87","7","18","10","20","12","28","40","20","6","8","9","19","93"
"1389","400828582","Grizzlies","Bucks","1","1","38","80","10","28","17","20","9","28","37","28","7","5","11","23","103"
"1390","400828582","Bucks","Grizzlies","0","0","29","79","1","16","24","27","16","30","46","17","8","3","14","16","83"
"1391","400828583","Pelicans","Kings","1","1","43","98","10","26","18","24","12","35","47","25","9","6","14","20","114"
"1392","400828583","Kings","Pelicans","0","0","40","89","10","28","15","20","4","36","40","29","6","8","13","20","105"
"1393","400828584","Lakers","Bulls","1","0","32","85","9","25","18","23","11","30","41","21","6","4","15","17","91"
"1394","400828584","Bulls","Lakers","0","1","47","95","6","17","14","16","12","39","51","29","12","5","11","19","114"
"1395","400828585","Celtics","Magic","1","1","43","86","10","24","17","21","8","38","46","28","8","6","12","20","113"
"1396","400828585","Magic","Celtics","0","0","32","79","7","20","23","29","9","32","41","17","9","4","16","18","94"
"1397","400828586","Pistons","Cavaliers","1","0","40","84","7","23","19","26","9","30","39","20","5","4","9","24","106"
"1398","400828586","Cavaliers","Pistons","0","1","39","83","9","23","27","29","10","37","47","20","4","1","7","25","114"
"1399","400828587","Knicks","Suns","1","1","36","84","7","20","23","26","10","39","49","24","12","7","8","18","102"
"1400","400828587","Suns","Knicks","0","0","35","85","7","26","7","12","12","35","47","20","4","5","16","19","84"
"1401","400828588","Thunder","Rockets","1","1","41","86","8","19","26","30","11","46","57","23","6","7","18","29","116"
"1402","400828588","Rockets","Thunder","0","0","36","95","9","39","27","43","11","29","40","23","14","7","10","21","108"
"1403","400828589","Mavericks","Nets","1","1","37","80","8","21","9","15","10","39","49","22","6","5","12","17","91"
"1404","400828589","Nets","Mavericks","0","0","28","78","4","20","19","23","10","34","44","13","10","2","10","14","79"
"1405","400828590","Bucks","Heat","1","0","38","80","2","12","25","28","13","27","40","18","10","5","19","20","103"
"1406","400828590","Heat","Bucks","0","1","37","74","7","18","26","32","8","26","34","27","12","9","17","23","107"
"1407","400828591","Jazz","Timberwolves","1","1","40","76","10","25","13","16","10","30","40","24","8","5","13","21","103"
"1408","400828591","Timberwolves","Jazz","0","0","35","75","2","10","18","26","13","25","38","17","9","2","14","13","90"
"1409","400828592","Trail Blazers","Hornets","1","1","45","92","7","20","12","16","13","38","51","24","10","4","11","21","109"
"1410","400828592","Hornets","Trail Blazers","0","0","31","80","10","29","19","28","14","33","47","17","9","4","16","12","91"
"1411","400828593","Clippers","Lakers","1","1","40","81","8","26","17","24","5","33","38","20","10","9","8","19","105"
"1412","400828593","Lakers","Clippers","0","0","34","78","5","13","20","25","11","37","48","19","6","4","17","21","93"
"1413","400828594","76ers","Warriors","1","0","42","92","10","29","11","21","8","32","40","23","18","4","10","8","105"
"1414","400828594","Warriors","76ers","0","1","47","95","13","30","1","2","12","45","57","37","5","7","23","18","108"
"1415","400828595","Raptors","Pistons","1","1","36","78","4","14","35","47","13","32","45","12","9","3","13","20","111"
"1416","400828595","Pistons","Raptors","0","0","39","87","9","29","20","34","10","29","39","9","10","6","11","29","107"
"1417","400828596","Pacers","Nuggets","1","1","44","100","9","27","12","16","14","35","49","26","6","10","15","22","109"
"1418","400828596","Nuggets","Pacers","0","0","40","87","4","18","21","25","8","37","45","24","10","3","19","22","105"
"1419","400828597","Pelicans","Nets","1","1","43","93","11","27","8","10","14","34","48","24","6","6","9","17","105"
"1420","400828597","Nets","Pelicans","0","0","40","84","9","20","14","23","10","34","44","23","6","5","10","13","103"
"1421","400828598","Rockets","Wizards","1","0","41","86","17","35","23","33","10","27","37","24","8","3","10","23","122"
"1422","400828598","Wizards","Rockets","0","1","45","86","11","32","22","30","7","38","45","30","6","5","12","25","123"
"1423","400828599","Grizzlies","Kings","1","1","41","79","8","18","31","37","2","30","32","23","15","9","13","26","121"
"1424","400828599","Kings","Grizzlies","0","0","38","92","9","24","32","38","18","33","51","16","10","3","19","27","117"
"1425","400828600","Cavaliers","Spurs","1","1","45","82","9","23","18","21","10","33","43","24","4","4","9","21","117"
"1426","400828600","Spurs","Cavaliers","0","0","40","81","6","18","17","21","8","24","32","20","2","2","6","19","103"
"1427","400828601","Clippers","Bulls","1","1","45","84","17","32","13","19","7","39","46","26","8","6","11","15","120"
"1428","400828601","Bulls","Clippers","0","0","40","93","5","15","8","11","11","31","42","19","2","4","9","20","93"
"1429","400828602","Heat","Hawks","1","1","39","81","5","20","22","26","10","37","47","21","10","4","18","23","105"
"1430","400828602","Hawks","Heat","0","0","27","70","5","22","28","32","2","29","31","13","10","3","17","23","87"
"1431","400828603","Magic","Celtics","1","1","44","82","10","24","21","35","12","38","50","27","7","6","15","24","119"
"1432","400828603","Celtics","Magic","0","0","39","93","16","46","20","25","13","28","41","17","9","2","10","22","114"
"1433","400828604","Mavericks","Suns","1","1","31","78","8","29","21","23","13","29","42","15","9","1","14","19","91"
"1434","400828604","Suns","Mavericks","0","0","27","74","5","23","19","24","11","33","44","13","7","6","19","20","78"
"1435","400828605","Knicks","Warriors","1","0","33","90","6","18","23","26","12","29","41","19","6","4","11","20","95"
"1436","400828605","Warriors","Knicks","0","1","42","73","16","29","16","23","3","41","44","31","8","5","18","21","116"
"1437","400828606","Trail Blazers","Timberwolves","1","1","32","76","6","27","26","30","8","29","37","16","7","5","13","21","96"
"1438","400828606","Timberwolves","Trail Blazers","0","0","35","80","4","16","19","28","15","34","49","20","10","4","16","23","93"
"1439","400828607","Lakers","Hornets","1","0","27","80","8","29","20","23","4","38","42","13","6","8","15","20","82"
"1440","400828607","Hornets","Lakers","0","1","36","96","13","36","16","26","14","45","59","28","8","8","10","16","101"
"1441","400828608","Pacers","Cavaliers","1","0","43","101","8","27","12","14","17","27","44","24","11","7","16","23","106"
"1442","400828608","Cavaliers","Pacers","0","1","44","88","7","22","16","23","10","35","45","22","8","3","16","19","111"
"1443","400828609","Nets","Pistons","1","0","40","82","7","16","13","15","7","32","39","28","5","4","11","15","100"
"1444","400828609","Pistons","Nets","0","1","42","98","10","30","11","16","19","30","49","18","5","4","9","15","105"
"1445","400828610","Hawks","Mavericks","1","1","42","80","14","35","14","19","5","45","50","29","2","6","15","25","112"
"1446","400828610","Mavericks","Hawks","0","0","31","85","7","26","28","38","10","27","37","14","5","2","6","18","97"
"1447","400828611","Pelicans","Grizzlies","1","0","36","88","10","26","13","21","14","23","37","19","8","4","9","14","95"
"1448","400828611","Grizzlies","Pelicans","0","1","43","71","9","16","15","18","3","37","40","27","4","5","14","21","110"
"1449","400828612","Thunder","Wizards","1","1","43","83","7","22","21","27","14","39","53","25","9","5","18","16","114"
"1450","400828612","Wizards","Thunder","0","0","40","86","7","26","11","15","2","25","27","20","8","3","13","18","98"
"1451","400828613","Spurs","Magic","1","1","40","78","9","24","18","21","5","37","42","27","6","10","13","14","107"
"1452","400828613","Magic","Spurs","0","0","39","96","5","17","9","11","19","32","51","19","9","6","16","19","92"
"1453","400828614","Nuggets","Raptors","1","1","45","83","10","22","12","15","7","42","49","28","6","5","19","25","112"
"1454","400828614","Raptors","Nuggets","0","0","29","78","8","25","27","39","9","26","35","13","13","6","12","17","93"
"1455","400828615","Jazz","Bulls","1","1","38","85","7","18","22","33","10","40","50","19","5","4","14","23","105"
"1456","400828615","Bulls","Jazz","0","0","39","90","5","21","13","20","8","34","42","19","4","7","14","25","96"
"1457","400828616","Kings","Bucks","1","1","39","86","9","26","24","30","18","35","53","21","7","3","16","17","111"
"1458","400828616","Bucks","Kings","0","0","42","84","8","20","12","17","10","27","37","27","11","5","15","27","104"
"1459","400828617","Knicks","Celtics","1","0","31","82","6","20","21","28","16","34","50","13","3","4","16","16","89"
"1460","400828617","Celtics","Knicks","0","1","40","90","3","19","14","17","12","33","45","20","9","2","10","24","97"
"1461","400828618","Rockets","Heat","1","1","44","84","16","35","11","16","3","31","34","30","9","6","11","19","115"
"1462","400828618","Heat","Rockets","0","0","38","85","6","17","20","27","13","38","51","26","5","3","17","18","102"
"1463","400828619","Suns","Raptors","1","0","37","79","12","31","11","15","8","30","38","23","5","4","16","26","97"
"1464","400828619","Raptors","Suns","0","1","35","74","9","27","25","32","8","27","35","15","9","3","12","22","104"
"1465","400828620","Trail Blazers","Bucks","1","1","39","85","11","31","18","25","10","39","49","25","6","7","15","23","107"
"1466","400828620","Bucks","Trail Blazers","0","0","38","86","5","14","14","24","12","31","43","23","7","4","13","18","95"
"1467","400828621","Lakers","Timberwolves","1","1","40","80","12","26","27","35","7","24","31","23","9","2","9","24","119"
"1468","400828621","Timberwolves","Lakers","0","0","46","80","4","17","19","25","8","25","33","36","6","4","15","21","115"
"1469","400828622","Hornets","Cavaliers","1","1","39","79","9","27","19","23","11","38","49","26","4","3","14","14","106"
"1470","400828622","Cavaliers","Hornets","0","0","38","83","10","28","11","14","3","25","28","16","9","5","7","19","97"
"1471","400828623","76ers","Hawks","1","0","35","84","6","27","10","14","6","32","38","27","7","10","23","20","86"
"1472","400828623","Hawks","76ers","0","1","48","92","10","20","18","25","11","41","52","28","13","7","18","12","124"
"1473","400828624","Celtics","Pistons","1","1","42","96","7","21","11","13","6","43","49","28","8","7","10","24","102"
"1474","400828624","Pistons","Celtics","0","0","32","85","11","34","20","28","9","39","48","18","3","5","16","18","95"
"1475","400828625","Nets","Pacers","1","0","36","81","7","23","21","31","9","31","40","25","5","2","16","20","100"
"1476","400828625","Pacers","Nets","0","1","44","88","12","24","14","17","10","34","44","23","11","5","15","20","114"
"1477","400828626","Wizards","Warriors","1","0","46","91","8","23","21","30","4","34","38","26","16","4","13","22","121"
"1478","400828626","Warriors","Wizards","0","1","49","93","20","41","16","29","11","38","49","35","10","5","18","24","134"
"1479","400828627","Thunder","Magic","1","1","44","93","9","27","20","25","19","31","50","25","7","10","13","17","117"
"1480","400828627","Magic","Thunder","0","0","47","95","10","23","10","12","12","27","39","25","3","5","9","18","114"
"1481","400828628","Mavericks","Heat","1","0","34","87","8","20","14","19","8","38","46","18","4","5","4","16","90"
"1482","400828628","Heat","Mavericks","0","1","37","88","2","15","17","23","11","43","54","18","3","11","7","20","93"
"1483","400828629","Spurs","Pelicans","1","1","42","81","9","15","17","18","4","32","36","30","6","8","14","13","110"
"1484","400828629","Pelicans","Spurs","0","0","41","90","3","19","12","14","11","34","45","21","12","4","16","23","97"
"1485","400828630","Jazz","Nuggets","1","1","33","74","5","22","14","20","8","30","38","14","4","10","14","19","85"
"1486","400828630","Nuggets","Jazz","0","0","26","70","4","18","25","33","9","32","41","11","12","2","14","19","81"
"1487","400828631","Kings","Bulls","1","0","42","88","6","20","12","19","9","36","45","21","12","8","16","19","102"
"1488","400828631","Bulls","Kings","0","1","40","88","11","21","16","21","10","39","49","26","8","0","17","21","107"
"1489","400828632","Clippers","Timberwolves","1","0","33","75","11","32","25","34","11","24","35","20","10","6","13","22","102"
"1490","400828632","Timberwolves","Clippers","0","1","39","77","8","17","22","26","10","32","42","24","6","3","15","24","108"
"1491","400828633","Pistons","Knicks","1","1","40","79","9","17","22","33","4","38","42","17","7","3","13","22","111"
"1492","400828633","Knicks","Pistons","0","0","36","84","6","22","27","34","8","35","43","20","7","0","9","25","105"
"1493","400828634","Pelicans","Lakers","1","0","39","85","4","20","14","26","7","33","40","16","8","4","7","21","96"
"1494","400828634","Lakers","Pelicans","0","1","39","81","7","20","14","20","9","39","48","14","4","0","16","22","99"
"1495","400828635","Trail Blazers","Raptors","1","0","38","81","10","25","17","23","10","30","40","21","8","6","14","20","103"
"1496","400828635","Raptors","Trail Blazers","0","1","40","85","12","19","18","25","12","33","45","23","7","6","14","18","110"
"1497","400828636","Suns","Rockets","1","0","32","83","11","29","30","32","18","36","54","22","9","1","24","26","105"
"1498","400828636","Rockets","Suns","0","1","37","86","15","42","22","32","18","31","49","24","16","5","16","23","111"
"1499","400828637","Hawks","Pacers","1","1","39","76","10","27","14","20","3","29","32","29","10","5","15","16","102"
"1500","400828637","Pacers","Hawks","0","0","38","91","13","31","7","9","19","34","53","23","6","4","19","18","96"
"1501","400828638","Hornets","Heat","1","0","36","81","10","26","13","15","3","38","41","23","5","10","12","16","95"
"1502","400828638","Heat","Hornets","0","1","43","94","0","9","12","18","8","40","48","20","7","12","8","16","98"
"1503","400828639","Magic","Clippers","1","0","34","81","4","20","21","28","11","28","39","19","6","1","18","20","93"
"1504","400828639","Clippers","Magic","0","1","40","74","8","27","19","23","6","38","44","15","13","8","22","23","107"
"1505","400828640","Wizards","76ers","1","1","44","84","6","22","12","20","9","37","46","26","7","4","13","15","106"
"1506","400828640","76ers","Wizards","0","0","37","87","9","26","11","14","6","32","38","23","7","8","15","18","94"
"1507","400828641","Nets","Kings","1","1","48","86","18","28","14","15","11","35","46","29","5","4","21","20","128"
"1508","400828641","Kings","Nets","0","0","45","89","8","26","21","22","5","26","31","30","15","3","11","19","119"
"1509","400828642","Cavaliers","Celtics","1","0","37","87","8","30","21","35","15","32","47","21","8","6","14","25","103"
"1510","400828642","Celtics","Cavaliers","0","1","38","88","7","20","21","25","11","38","49","21","6","5","15","27","104"
"1511","400828643","Knicks","Grizzlies","1","0","30","80","10","29","15","17","14","33","47","15","2","6","14","23","85"
"1512","400828643","Grizzlies","Knicks","0","1","33","76","4","18","21","24","4","33","37","17","8","5","9","18","91"
"1513","400828644","Nuggets","Bulls","1","1","39","87","6","18","31","44","13","35","48","22","5","8","10","24","115"
"1514","400828644","Bulls","Nuggets","0","0","43","93","5","12","19","27","11","29","40","21","5","7","10","31","110"
"1515","400828645","Jazz","Bucks","1","1","30","77","8","27","16","23","12","33","45","13","15","8","15","18","84"
"1516","400828645","Bucks","Jazz","0","0","30","71","7","14","14","21","7","34","41","9","12","7","20","17","81"
"1517","400828646","Mavericks","Spurs","1","0","33","73","3","15","21","27","5","31","36","17","7","2","15","23","90"
"1518","400828646","Spurs","Mavericks","0","1","41","80","12","22","22","25","8","34","42","19","6","4","13","23","116"
"1519","400828647","Rockets","Trail Blazers","1","0","25","77","7","36","22","30","12","31","43","13","13","4","23","21","79"
"1520","400828647","Trail Blazers","Rockets","0","1","35","87","11","35","15","23","20","34","54","21","15","6","21","21","96"
"1521","400828648","Hornets","Wizards","1","1","38","81","12","27","20","25","7","36","43","23","7","5","15","21","108"
"1522","400828648","Wizards","Hornets","0","0","38","86","9","25","19","24","8","36","44","22","9","5","11","21","104"
"1523","400828649","Pacers","Pistons","1","1","41","76","6","11","24","29","8","33","41","21","7","1","16","25","112"
"1524","400828649","Pistons","Pacers","0","0","38","79","12","33","16","31","11","27","38","14","7","3","14","26","104"
"1525","400828650","Cavaliers","Pelicans","1","1","39","90","14","41","7","7","10","39","49","21","6","6","12","17","99"
"1526","400828650","Pelicans","Cavaliers","0","0","34","87","5","23","11","16","13","29","42","18","5","2","8","16","84"
"1527","400828651","76ers","Nets","1","1","38","81","10","29","17","22","13","29","42","17","12","8","14","21","103"
"1528","400828651","Nets","76ers","0","0","35","76","5","15","23","26","9","27","36","19","5","5","19","17","98"
"1529","400828652","Grizzlies","Mavericks","1","0","44","88","9","23","13","23","7","44","51","27","3","4","11","24","110"
"1530","400828652","Mavericks","Grizzlies","0","1","38","88","15","38","23","33","9","33","42","26","6","1","5","21","114"
"1531","400828653","Timberwolves","Bulls","1","1","45","87","1","12","21","22","14","31","45","24","7","4","9","15","112"
"1532","400828653","Bulls","Timberwolves","0","0","40","85","8","20","17","19","9","22","31","27","5","4","11","17","105"
"1533","400828654","Spurs","Lakers","1","1","39","88","8","24","20","25","15","36","51","27","4","6","10","19","106"
"1534","400828654","Lakers","Spurs","0","0","34","86","10","30","24","27","13","33","46","19","5","3","8","22","102"
"1535","400828655","Suns","Jazz","1","0","30","80","9","24","20","26","12","27","39","19","3","6","10","23","89"
"1536","400828655","Jazz","Suns","0","1","34","78","5","16","25","31","10","34","44","14","7","7","9","26","98"
"1537","400828656","Warriors","Thunder","1","1","48","97","7","26","13","20","13","33","46","24","7","4","10","23","116"
"1538","400828656","Thunder","Warriors","0","0","36","85","7","22","29","37","12","38","50","22","10","5","15","18","108"
"1539","400828657","Knicks","Nuggets","1","0","37","84","8","22","14","20","10","36","46","19","2","6","10","24","96"
"1540","400828657","Nuggets","Knicks","0","1","37","86","5","21","22","28","11","37","48","20","6","3","7","19","101"
"1541","400828658","Magic","Hawks","1","1","39","85","7","25","11","12","8","35","43","24","9","10","18","13","96"
"1542","400828658","Hawks","Magic","0","0","35","91","13","28","11","15","18","32","50","22","7","7","16","13","94"
"1543","400828659","Heat","Clippers","1","0","33","83","7","17","20","29","13","40","53","14","2","0","13","21","93"
"1544","400828659","Clippers","Heat","0","1","37","81","9","25","17","33","7","35","42","17","8","5","6","25","100"
"1545","400828660","Celtics","Kings","1","1","51","91","13","24","13","15","12","37","49","34","9","5","24","19","128"
"1546","400828660","Kings","Celtics","0","0","47","95","10","26","15","19","7","25","32","32","15","5","14","18","119"
"1547","400828661","Hornets","Bulls","1","1","35","80","14","36","24","31","10","46","56","20","6","8","13","19","108"
"1548","400828661","Bulls","Hornets","0","0","35","90","10","25","11","14","8","33","41","25","5","8","7","22","91"
"1549","400828662","Cavaliers","Kings","1","1","45","94","16","35","14","19","12","41","53","27","7","5","14","25","120"
"1550","400828662","Kings","Cavaliers","0","0","36","82","9","23","19","29","8","36","44","28","11","4","17","23","100"
"1551","400828663","Pacers","Lakers","1","1","31","78","4","27","23","33","8","45","53","13","8","5","16","21","89"
"1552","400828663","Lakers","Pacers","0","0","29","93","8","35","21","26","14","37","51","13","10","2","12","24","87"
"1553","400828664","76ers","Clippers","1","0","34","90","6","25","18","21","11","43","54","20","7","5","20","31","92"
"1554","400828664","Clippers","76ers","0","1","35","95","5","22","23","31","14","38","52","21","12","4","12","22","98"
"1555","400828665","Nets","Nuggets","1","1","42","81","9","19","12","15","8","31","39","23","6","6","15","11","105"
"1556","400828665","Nuggets","Nets","0","0","42","90","9","25","11","13","12","30","42","24","10","2","12","16","104"
"1557","400828666","Pistons","Raptors","1","0","36","80","8","28","9","17","11","28","39","22","7","2","16","18","89"
"1558","400828666","Raptors","Pistons","0","1","39","70","11","20","14","17","2","34","36","22","11","2","15","22","103"
"1559","400828667","Hawks","Magic","1","0","43","92","12","29","12","20","8","39","47","31","9","4","14","20","110"
"1560","400828667","Magic","Hawks","0","1","46","93","9","29","16","22","6","41","47","37","11","8","13","22","117"
"1561","400828668","Grizzlies","Trail Blazers","1","0","43","86","7","19","13","19","5","34","39","18","5","3","15","24","106"
"1562","400828668","Trail Blazers","Grizzlies","0","1","44","89","10","29","14","20","8","29","37","22","9","6","13","23","112"
"1563","400828669","Timberwolves","Pelicans","1","0","36","81","2","12","28","35","11","39","50","24","0","9","12","23","102"
"1564","400828669","Pelicans","Timberwolves","0","1","47","97","10","24","12","20","9","32","41","22","7","3","4","25","116"
"1565","400828670","Suns","Thunder","1","0","37","73","1","11","31","39","9","27","36","22","9","4","17","30","106"
"1566","400828670","Thunder","Suns","0","1","42","85","15","33","23","30","14","24","38","23","8","5","14","29","122"
"1567","400828671","Heat","Spurs","1","0","40","70","4","12","17","24","1","30","31","21","7","5","17","20","101"
"1568","400828671","Spurs","Heat","0","1","47","89","6","14","19","26","11","32","43","25","10","4","10","17","119"
"1569","400828672","Knicks","Wizards","1","0","44","83","8","26","12","14","7","39","46","22","6","5","15","20","108"
"1570","400828672","Wizards","Knicks","0","1","39","78","16","26","17","25","2","30","32","26","8","4","10","18","111"
"1571","400828673","Bucks","Celtics","1","1","45","88","7","19","15","23","11","27","38","25","5","6","14","20","112"
"1572","400828673","Celtics","Bucks","0","0","39","84","10","29","23","24","13","31","44","28","11","2","18","23","111"
"1573","400828674","Mavericks","Jazz","1","0","36","75","11","29","36","41","6","30","36","24","5","1","11","21","119"
"1574","400828674","Jazz","Mavericks","0","1","48","92","6","26","19","27","13","31","44","23","3","2","10","25","121"
"1575","400828675","Warriors","Rockets","1","1","44","94","12","34","23","26","14","35","49","28","5","6","12","26","123"
"1576","400828675","Rockets","Warriors","0","0","37","87","13","33","23","35","13","30","43","24","8","4","12","22","110"
"1577","400828676","Pacers","Hornets","1","0","40","92","4","18","11","15","12","27","39","19","7","4","11","14","95"
"1578","400828676","Hornets","Pacers","0","1","45","87","12","28","15","19","10","35","45","24","6","8","13","13","117"
"1579","400828677","Magic","Spurs","1","0","37","91","8","20","14","16","13","37","50","26","7","7","15","18","96"
"1580","400828677","Spurs","Magic","0","1","38","89","8","20","14","15","11","33","44","24","6","11","13","14","98"
"1581","400828678","76ers","Kings","1","0","42","91","15","35","11","17","18","26","44","29","9","10","19","21","110"
"1582","400828678","Kings","76ers","0","1","44","87","4","16","22","29","15","29","44","29","7","6","13","16","114"
"1583","400828679","Celtics","Clippers","1","1","47","95","13","33","32","37","8","35","43","34","5","2","10","33","139"
"1584","400828679","Clippers","Celtics","0","0","44","85","12","30","34","50","9","35","44","25","7","9","14","29","134"
"1585","400828680","Nets","Grizzlies","1","0","33","71","11","22","13","19","8","27","35","25","4","2","20","12","90"
"1586","400828680","Grizzlies","Nets","0","1","45","86","9","20","10","12","10","25","35","26","15","2","10","18","109"
"1587","400828681","Pistons","Nuggets","1","0","38","88","10","27","6","7","7","35","42","21","5","8","14","19","92"
"1588","400828681","Nuggets","Pistons","0","1","39","83","6","19","19","24","8","39","47","25","10","3","12","13","103"
"1589","400828682","Cavaliers","Lakers","1","1","48","94","13","31","11","18","13","33","46","26","6","1","6","20","120"
"1590","400828682","Lakers","Cavaliers","0","0","38","86","13","28","22","27","11","33","44","16","5","3","11","19","111"
"1591","400828683","Bulls","Hawks","1","0","38","86","5","14","9","12","11","34","45","21","7","3","18","17","90"
"1592","400828683","Hawks","Bulls","0","1","43","90","13","33","14","15","11","35","46","25","16","7","12","14","113"
"1593","400828684","Timberwolves","Raptors","1","1","35","76","4","14","43","53","12","33","45","22","5","6","7","21","117"
"1594","400828684","Raptors","Timberwolves","0","0","39","86","10","31","24","32","11","29","40","19","3","10","6","34","112"
"1595","400828685","Pelicans","Jazz","1","1","39","82","8","19","14","21","9","31","40","23","9","3","9","21","100"
